N,P,K,temperature,humidity,ph,rainfall,label,season,soil type,state
68,50,44,33.01878973,72.45883096,7.093410673,146.7676653,barley,Rabi,black,Maharashtra
62,39,49,22.36250364,81.58000016,6.12199125,98.64586466,barley,Rabi,black,Karnataka
69,46,33,30.21946422,52.7684572,6.597290071,74.2537556,barley,Rabi,clay,Punjab
55,38,49,34.92255543,76.20843683,5.792555361,69.92156378,barley,Rabi,red,Maharashtra
54,34,46,27.35337343,61.13444953,6.091833016,75.52988746,barley,Rabi,red,Punjab
52,36,34,25.34416223,56.33793302,5.659325476,185.6569504,barley,Rabi,red,Tamil Nadu
70,31,48,30.61406681,43.61719312,5.546955315,189.2400147,barley,Rabi,loamy,Tamil Nadu
70,42,35,26.28193053,65.73627173,5.915079658,136.0625863,barley,Rabi,clay,Tamil Nadu
55,31,42,29.92754292,79.82245575,6.988840199,117.843108,barley,Rabi,black,Karnataka
70,45,31,30.251201,59.214671,6.533116887,50.33566896,barley,Rabi,black,Punjab
68,33,30,34.60072198,70.01425432,6.875805256,75.28889882,barley,Rabi,loamy,Uttar Pradesh
54,41,44,31.67029961,86.7089769,6.125740978,167.1391186,barley,Rabi,loamy,Punjab
60,45,38,26.90713579,59.32857703,5.564401734,140.6419673,barley,Rabi,clay,Tamil Nadu
60,48,35,32.89466672,74.77024085,6.742248991,106.2859678,barley,Rabi,red,Uttar Pradesh
52,35,40,23.45082156,72.27573305,7.036514902,190.0351667,barley,Rabi,clay,Maharashtra
55,44,43,18.76982337,49.86410896,6.462846597,194.0178568,barley,Rabi,loamy,Punjab
58,49,39,26.62876445,56.12773774,5.640517511,122.3487575,barley,Rabi,sandy,Punjab
70,37,48,31.85333291,79.63508628,7.02547862,169.7773977,barley,Rabi,red,Tamil Nadu
63,36,48,32.44034755,43.93631849,6.838046106,52.28236453,barley,Rabi,loamy,Punjab
59,37,48,24.38210816,60.32533465,6.636211773,111.6407579,barley,Rabi,black,Karnataka
60,41,45,19.3278122,83.05191591,5.79539009,106.5158773,barley,Rabi,loamy,Tamil Nadu
62,30,39,16.8862991,57.32263881,5.848636043,191.9653498,barley,Rabi,loamy,Uttar Pradesh
66,37,30,17.10362948,81.69203135,6.209703773,62.55402851,barley,Rabi,sandy,Tamil Nadu
64,37,34,33.01355175,52.22264421,7.391185031,47.15219984,barley,Rabi,black,Maharashtra
62,30,33,32.25195388,44.86724674,5.649028705,37.77585302,barley,Rabi,clay,Punjab
67,36,36,26.96631417,57.02382155,7.017086069,83.77989173,barley,Rabi,clay,Maharashtra
58,31,33,29.73219845,81.99150544,5.500821901,187.7530064,barley,Rabi,sandy,Punjab
62,32,32,25.48919817,58.11428117,5.749773134,123.234375,barley,Rabi,sandy,Karnataka
50,43,40,25.124423,53.55120171,5.675245865,157.8850318,mustard,Rabi,black,Karnataka
52,31,49,22.86383317,59.68633524,5.885866143,116.8757037,mustard,Rabi,sandy,Punjab
54,32,31,30.06789262,63.53707705,6.719026737,119.2033776,mustard,Rabi,loamy,Uttar Pradesh
52,39,47,18.57094218,43.95851052,5.720792809,32.73406282,mustard,Rabi,loamy,Maharashtra
55,49,33,28.18544738,47.84052006,7.160607966,119.0190325,mustard,Rabi,sandy,Tamil Nadu
58,41,44,25.99506511,46.13277817,5.682807987,148.9865215,mustard,Rabi,sandy,Maharashtra
57,41,31,32.70863672,60.40451567,6.08983759,48.97528855,mustard,Rabi,loamy,Maharashtra
53,45,30,34.13094546,54.05127503,7.223173569,148.6167959,mustard,Rabi,loamy,Punjab
49,46,47,26.70307684,48.5446184,6.779664605,165.6658388,mustard,Rabi,loamy,Maharashtra
52,49,44,26.58274616,46.45613356,6.72634515,58.39262442,mustard,Rabi,loamy,Karnataka
40,46,39,25.24931732,85.25823162,6.469212618,138.5457036,mustard,Rabi,red,Maharashtra
52,42,33,15.37043947,51.90606915,5.974814233,134.1003115,mustard,Rabi,sandy,Maharashtra
51,42,34,21.97590994,47.78460103,5.943176053,168.8867816,mustard,Rabi,sandy,Karnataka
51,42,41,30.26210335,67.85674054,7.295801943,187.2228036,mustard,Rabi,clay,Uttar Pradesh
55,46,32,26.79346716,67.55899831,7.188897486,75.49118083,mustard,Rabi,black,Maharashtra
40,30,41,30.46514063,52.74867089,6.483809261,154.914573,mustard,Rabi,loamy,Punjab
46,36,36,24.33931808,63.14391437,6.83994987,132.2773141,mustard,Rabi,sandy,Uttar Pradesh
44,38,50,23.23095759,85.3700679,6.249450056,64.65183019,mustard,Rabi,sandy,Tamil Nadu
51,50,50,28.75820522,55.25354834,7.309061907,34.5457065,mustard,Rabi,clay,Karnataka
40,34,41,28.88809516,41.57742168,6.922909555,168.8648991,mustard,Rabi,loamy,Tamil Nadu
42,38,45,27.03983043,77.39748845,5.99631317,80.18373513,mustard,Rabi,loamy,Karnataka
50,50,48,32.53332068,67.70812082,6.956328201,37.97928165,mustard,Rabi,red,Maharashtra
59,42,37,26.64075445,70.11183887,6.421473249,124.621953,mustard,Rabi,sandy,Maharashtra
40,34,33,15.63407831,47.09670976,6.670539443,196.1094754,mustard,Rabi,black,Uttar Pradesh
40,45,35,24.7775963,49.33645943,5.902636943,164.4135638,mustard,Rabi,loamy,Uttar Pradesh
54,46,34,31.88812568,51.82210986,6.098879736,181.8245685,mustard,Rabi,sandy,Karnataka
46,35,48,15.30045484,66.07017932,5.800950285,126.440991,mustard,Rabi,loamy,Tamil Nadu
44,31,37,32.57862589,71.23823885,7.444079209,184.8750222,mustard,Rabi,sandy,Tamil Nadu
46,35,46,26.42093669,52.00720423,6.034749977,105.9758824,mustard,Rabi,clay,Tamil Nadu
43,49,30,33.2828059,83.73078558,5.807275899,92.93945391,mustard,Rabi,red,Maharashtra
48,33,50,15.37046451,69.99965072,7.096351305,153.3366752,mustard,Rabi,clay,Uttar Pradesh
52,46,39,31.60683447,45.32056697,7.219522063,175.5791245,mustard,Rabi,red,Maharashtra
48,35,47,21.0579589,57.91372518,6.720212109,49.63246496,mustard,Rabi,black,Punjab
48,40,31,31.09241502,44.91543654,7.296422299,109.8090293,mustard,Rabi,sandy,Punjab
47,38,35,15.2363826,88.58509769,6.20380843,106.6652339,mustard,Rabi,black,Punjab
55,31,42,21.61439812,73.91535562,7.050212788,106.5799009,mustard,Rabi,clay,Tamil Nadu
41,30,48,18.38450595,58.39952538,6.908484908,66.78085781,mustard,Rabi,red,Uttar Pradesh
41,34,31,18.64743258,76.90018397,6.982917651,139.4184334,mustard,Rabi,red,Punjab
46,37,37,29.85225216,87.78699556,6.136630989,93.62725239,mustard,Rabi,red,Uttar Pradesh
41,39,44,29.28051588,75.0953475,6.475712339,160.4613051,mustard,Rabi,sandy,Uttar Pradesh
52,35,48,16.91333993,44.8774848,6.97469833,180.2641282,mustard,Rabi,loamy,Tamil Nadu
53,37,44,18.93886719,69.10866286,6.178365444,198.6126189,mustard,Rabi,sandy,Tamil Nadu
57,39,32,21.50967805,84.53096463,7.015334902,195.3994941,mustard,Rabi,sandy,Maharashtra
58,48,40,30.53831738,48.21764461,5.979033017,190.1191414,mustard,Rabi,red,Maharashtra
60,41,38,16.33551859,83.50227978,5.990897947,30.50902064,mustard,Rabi,red,Uttar Pradesh
54,43,35,15.8533745,66.91623262,5.694238097,56.09186836,mustard,Rabi,black,Karnataka
40,37,34,19.04946739,50.91523287,5.851962053,189.7022358,mustard,Rabi,sandy,Maharashtra
45,39,36,34.45698925,62.26235137,7.176742918,43.45981786,mustard,Rabi,sandy,Punjab
48,46,48,22.23355448,87.0735495,7.166974654,40.83934517,mustard,Rabi,clay,Maharashtra
48,39,49,16.84627738,45.02475007,6.472580281,34.2754649,mustard,Rabi,red,Karnataka
46,30,46,31.21408152,61.11069739,6.774859752,66.3228151,mustard,Rabi,red,Maharashtra
55,45,47,27.90967519,42.96471541,5.946273335,85.51924719,mustard,Rabi,loamy,Maharashtra
50,30,47,34.23845288,46.6095937,6.169898184,32.39183473,mustard,Rabi,red,Punjab
49,50,42,27.21794773,44.90672652,6.115631749,187.9142023,mustard,Rabi,black,Tamil Nadu
40,40,49,31.74417741,52.79587345,7.063382666,86.64183104,mustard,Rabi,red,Karnataka
47,39,46,15.89010385,78.52670847,7.459585797,30.30511455,mustard,Rabi,sandy,Uttar Pradesh
40,39,37,16.28052059,79.30322697,6.583282831,170.9496935,mustard,Rabi,sandy,Maharashtra
57,34,37,15.48896739,77.80055324,6.185926191,197.4190666,mustard,Rabi,red,Punjab
53,30,39,24.10343715,89.66761546,5.5803393,127.3995518,mustard,Rabi,red,Tamil Nadu
57,50,45,31.01696731,80.36046378,6.465400052,172.7895109,mustard,Rabi,loamy,Tamil Nadu
59,41,36,21.46728956,62.68925875,5.717776358,35.90869463,mustard,Rabi,black,Punjab
52,49,46,24.32954475,64.34004601,5.683745794,67.14816191,mustard,Rabi,clay,Karnataka
55,48,42,31.35800151,65.5705438,6.658540047,94.67009854,mustard,Rabi,sandy,Maharashtra
42,45,38,22.99436976,61.85892368,6.933768999,67.51545883,mustard,Rabi,sandy,Punjab
50,39,43,16.47283237,83.03521686,6.054487566,111.2059391,mustard,Rabi,red,Karnataka
46,42,50,15.43023775,66.0070321,7.224530713,124.8556026,mustard,Rabi,sandy,Tamil Nadu
53,38,31,33.07358263,68.15610861,6.084501418,69.48843105,mustard,Rabi,clay,Punjab
59,41,46,19.88671613,65.55502551,5.604021172,91.52588823,mustard,Rabi,red,Punjab
59,35,39,23.38484734,73.97136655,7.36728399,59.09130068,mustard,Rabi,black,Maharashtra
40,32,30,34.89418438,43.62174323,6.51828119,191.3684502,mustard,Rabi,clay,Punjab
53,46,44,15.57041659,59.75826656,5.866098906,83.16034426,mustard,Rabi,sandy,Uttar Pradesh
54,49,31,34.81943351,72.45327302,6.953274242,198.6070442,mustard,Rabi,red,Tamil Nadu
59,38,50,26.64217095,56.600559,5.692716425,60.25144103,mustard,Rabi,black,Uttar Pradesh
56,32,30,15.07934963,52.6742004,6.259024348,155.7012157,mustard,Rabi,loamy,Maharashtra
59,37,30,25.16809504,71.32083266,6.905445312,146.1531012,mustard,Rabi,loamy,Tamil Nadu
40,48,41,28.32221299,61.89983438,7.352820502,112.3540033,mustard,Rabi,red,Punjab
58,37,47,16.71202649,54.71717405,5.606172382,52.24487049,mustard,Rabi,clay,Maharashtra
57,38,30,33.70063572,78.12075556,7.272115519,176.3332163,mustard,Rabi,sandy,Punjab
48,32,31,16.09216791,40.81862112,6.142052038,179.5167258,mustard,Rabi,clay,Punjab
58,48,34,29.99734297,68.23599353,5.896039442,36.37615035,mustard,Rabi,clay,Maharashtra
53,34,35,33.3280847,77.66507685,7.437654472,64.38462028,mustard,Rabi,loamy,Tamil Nadu
50,32,38,20.35942907,68.92171325,7.44877605,55.88711236,mustard,Rabi,clay,Uttar Pradesh
52,36,41,21.08625874,68.98637883,7.3266111,187.996495,mustard,Rabi,red,Tamil Nadu
59,46,30,21.20397681,78.09020378,6.637009125,197.8547371,mustard,Rabi,sandy,Karnataka
54,42,44,17.75823634,80.28071335,6.326664819,111.7716941,mustard,Rabi,sandy,Karnataka
47,44,34,18.59785919,55.59592748,6.482629448,85.88921354,mustard,Rabi,loamy,Uttar Pradesh
50,42,30,28.44571653,65.86355497,7.142475425,182.7147097,mustard,Rabi,black,Uttar Pradesh
45,45,49,25.31699095,89.75811313,5.819014298,162.4236388,mustard,Rabi,sandy,Maharashtra
43,39,48,33.17651998,43.4924951,7.158620321,41.31039652,mustard,Rabi,black,Karnataka
48,40,32,33.49116086,61.25300135,6.530696804,59.94141364,mustard,Rabi,sandy,Tamil Nadu
52,33,46,29.57179891,52.02692,7.157625684,115.4735715,mustard,Rabi,red,Tamil Nadu
48,35,35,20.37660631,58.16529375,5.580987124,114.5291618,mustard,Rabi,sandy,Punjab
49,37,47,32.26174667,62.80074358,6.581975636,121.7692035,mustard,Rabi,red,Uttar Pradesh
49,31,43,30.15627112,42.7922373,5.849463861,145.3780833,mustard,Rabi,red,Tamil Nadu
43,30,48,18.67001786,42.26920697,5.563292614,22.91723165,mustard,Rabi,sandy,Maharashtra
58,48,36,27.17250845,49.54920556,6.220285273,101.5067043,mustard,Rabi,red,Karnataka
41,47,38,26.00134868,89.64549469,6.574024502,66.25908853,mustard,Rabi,loamy,Maharashtra
42,50,50,31.93999205,87.70435204,6.774582836,20.02480322,mustard,Rabi,clay,Punjab
46,42,41,16.59598937,66.15693976,6.456213152,76.69803149,mustard,Rabi,red,Karnataka
47,30,50,19.41761844,50.20806977,6.470200189,68.5815375,mustard,Rabi,loamy,Uttar Pradesh
46,55,52,19.25834672,83.54061384,5.657819906,121.9327292,soybean,Kharif,black,Karnataka
37,47,70,18.18975264,82.10419469,6.330148267,28.01452663,soybean,Kharif,sandy,Tamil Nadu
40,46,64,29.92668363,43.7154202,5.648895108,124.3882055,soybean,Kharif,red,Maharashtra
42,45,57,15.4969108,64.64056615,5.974058858,105.8444347,soybean,Kharif,red,Uttar Pradesh
36,58,62,26.62780236,85.29780317,6.999949813,85.22736685,soybean,Kharif,black,Karnataka
33,56,61,20.04627198,68.71714091,5.568260277,97.86949092,soybean,Kharif,black,Uttar Pradesh
41,51,58,16.39150808,58.92193161,7.030473405,103.1734428,soybean,Kharif,loamy,Punjab
43,52,51,27.50597406,75.54685034,6.293214873,76.83336797,soybean,Kharif,sandy,Karnataka
31,56,67,21.78572749,70.2165911,7.153958733,20.26823593,soybean,Kharif,loamy,Punjab
47,42,66,26.21635036,58.50352387,7.020103395,48.31656491,soybean,Kharif,loamy,Karnataka
33,57,61,15.57022568,72.1878673,7.118447579,94.67368303,soybean,Kharif,clay,Karnataka
50,50,52,19.88859232,58.68342739,7.246983901,170.1762785,soybean,Kharif,red,Maharashtra
50,43,60,33.43228706,40.1513249,6.325601672,123.2469652,soybean,Kharif,red,Maharashtra
40,55,59,20.70621039,64.09499672,5.897487995,175.25965,soybean,Kharif,black,Punjab
48,49,66,32.05410534,84.82129981,7.104869892,103.7668011,soybean,Kharif,clay,Tamil Nadu
36,55,54,16.05994827,48.61682178,5.507492032,179.0250075,soybean,Kharif,black,Punjab
35,55,52,32.28800096,58.92445813,6.042443591,124.8120562,soybean,Kharif,red,Maharashtra
48,41,50,16.38898405,45.64145892,5.559163505,58.67383174,soybean,Kharif,red,Karnataka
49,56,55,15.19164284,63.35799853,6.135991847,116.0501412,soybean,Kharif,red,Karnataka
32,41,65,21.90321013,74.87489031,6.971073899,129.3438178,soybean,Kharif,red,Maharashtra
41,43,53,28.47066344,71.16836606,6.068271549,64.97024512,soybean,Kharif,clay,Maharashtra
31,57,55,16.08431551,75.38157629,5.967228964,23.00659655,soybean,Kharif,loamy,Karnataka
48,52,67,33.7235502,52.30589145,6.394673867,137.204493,soybean,Kharif,black,Karnataka
44,40,62,16.94941852,41.09156064,6.063528183,165.9457919,soybean,Kharif,clay,Uttar Pradesh
43,54,68,25.01265638,40.60667421,5.525114006,169.4992455,soybean,Kharif,black,Karnataka
50,52,54,24.11176117,75.77922649,6.656819712,110.0168526,soybean,Kharif,red,Maharashtra
46,43,50,24.28924424,53.8699825,6.487051669,71.15197025,soybean,Kharif,sandy,Karnataka
35,48,56,31.57947802,52.17125936,6.783274216,187.4160975,soybean,Kharif,red,Maharashtra
35,48,53,22.68908774,47.93719792,7.051048991,71.66806643,soybean,Kharif,black,Uttar Pradesh
37,54,50,31.20595367,62.22752238,7.113413818,165.685529,soybean,Kharif,clay,Tamil Nadu
32,48,51,34.18484977,51.99449583,5.732666841,78.43536519,soybean,Kharif,sandy,Punjab
40,42,52,17.37973777,88.0064997,6.673486197,196.5450828,soybean,Kharif,red,Uttar Pradesh
42,40,54,24.97095542,74.8846675,6.498546034,137.9301604,soybean,Kharif,black,Punjab
47,48,60,15.71214548,63.28343277,7.436914793,36.18083056,soybean,Kharif,loamy,Uttar Pradesh
31,50,66,26.60341073,71.79036545,5.616479613,40.96114375,soybean,Kharif,clay,Maharashtra
34,42,56,29.98477975,86.55709604,5.634637259,91.21990333,soybean,Kharif,red,Uttar Pradesh
50,52,67,33.03904464,50.26836131,6.151649621,151.3082659,soybean,Kharif,loamy,Uttar Pradesh
44,55,67,19.34618533,80.88660389,6.921861103,70.53729497,soybean,Kharif,black,Karnataka
48,59,59,27.97512128,66.20155497,7.191903026,122.8983426,soybean,Kharif,sandy,Karnataka
34,40,50,31.89751332,50.87700197,5.937509484,142.0634335,soybean,Kharif,sandy,Punjab
38,42,50,20.89468631,42.33615238,6.433440995,43.05464664,soybean,Kharif,sandy,Punjab
43,47,68,34.35494713,68.48342278,6.929227753,66.94849288,soybean,Kharif,black,Uttar Pradesh
47,49,59,24.62168693,55.90548232,6.794451259,184.6152187,soybean,Kharif,loamy,Uttar Pradesh
45,51,51,33.37864646,88.5787096,5.868625392,86.18073249,soybean,Kharif,red,Punjab
30,44,61,31.69126537,84.65205205,7.431718518,57.71056423,soybean,Kharif,black,Maharashtra
32,47,65,27.35626075,77.69064946,6.966666471,104.449045,soybean,Kharif,sandy,Tamil Nadu
36,60,60,16.29719911,78.46943254,5.724830292,79.54818835,soybean,Kharif,clay,Karnataka
50,58,69,33.63354504,62.08704124,5.659686019,31.30651271,soybean,Kharif,red,Karnataka
40,60,59,22.01604847,80.87468577,7.309320041,184.9065075,soybean,Kharif,black,Karnataka
48,49,67,28.69366626,62.40434783,6.368480172,30.16848477,soybean,Kharif,loamy,Tamil Nadu
36,56,56,28.55061736,40.64429249,6.548527041,39.98624985,soybean,Kharif,black,Maharashtra
44,60,50,24.41891587,71.2643009,6.412479266,161.7139753,soybean,Kharif,black,Uttar Pradesh
31,54,62,25.10657285,60.03260346,6.231933861,52.92596102,soybean,Kharif,loamy,Uttar Pradesh
41,51,64,30.07189591,44.26444953,7.080611809,151.041239,soybean,Kharif,clay,Tamil Nadu
47,42,66,30.41099769,71.79968208,6.16704188,97.75073772,soybean,Kharif,clay,Punjab
37,48,51,33.42702643,72.71100849,6.015431655,193.6768885,soybean,Kharif,clay,Punjab
45,54,53,31.50066648,52.20076136,6.850536778,153.0873355,soybean,Kharif,loamy,Punjab
43,58,55,27.4096844,65.71510744,6.834274045,50.10179164,soybean,Kharif,red,Punjab
44,53,58,31.84527687,86.43633351,7.154547709,143.9247954,soybean,Kharif,black,Maharashtra
44,57,50,33.02322322,86.55780341,7.082460994,90.91989811,soybean,Kharif,sandy,Karnataka
50,53,63,19.16689318,59.70433058,6.005874362,194.8572802,soybean,Kharif,sandy,Punjab
35,58,50,21.95878617,78.02633986,5.711130024,68.21224768,soybean,Kharif,loamy,Maharashtra
37,45,56,26.07216911,76.40941992,6.765674805,42.97466735,soybean,Kharif,black,Punjab
33,46,66,32.34403231,82.74630693,6.805822952,45.1745703,soybean,Kharif,sandy,Maharashtra
30,50,56,32.95632448,73.12148046,6.812903347,80.25735223,soybean,Kharif,red,Punjab
36,47,54,29.06688874,54.14503692,7.475497418,99.30600242,soybean,Kharif,black,Maharashtra
31,41,62,24.07352844,84.4195523,7.231889085,41.40331189,soybean,Kharif,clay,Punjab
45,49,67,28.30805408,73.87943908,6.790278455,163.2892393,soybean,Kharif,black,Tamil Nadu
39,57,54,26.78173684,50.22051625,7.037025389,77.79028164,soybean,Kharif,black,Karnataka
47,59,56,34.17751431,61.13666461,6.139583111,120.6985875,soybean,Kharif,clay,Uttar Pradesh
37,49,58,33.74392446,50.40991004,5.820643434,132.5978946,soybean,Kharif,loamy,Maharashtra
43,55,55,23.12905964,52.97590775,6.401732525,183.8793194,soybean,Kharif,loamy,Maharashtra
33,60,54,20.11652379,79.04772401,7.245684409,62.43672786,soybean,Kharif,loamy,Tamil Nadu
49,46,65,21.56419377,63.05541754,5.846120392,141.2307591,soybean,Kharif,loamy,Uttar Pradesh
39,58,52,15.89992137,63.13393106,7.21153597,192.2434729,soybean,Kharif,sandy,Maharashtra
33,45,66,22.76998875,50.68292706,5.972204399,192.1424818,soybean,Kharif,loamy,Tamil Nadu
42,56,67,22.41232722,80.44484348,5.592427025,44.07046198,soybean,Kharif,red,Tamil Nadu
43,49,65,28.97695143,72.86460979,6.824810997,77.2221704,soybean,Kharif,sandy,Karnataka
48,46,64,24.89364545,49.66861933,6.646032049,179.3643731,soybean,Kharif,clay,Uttar Pradesh
31,58,67,34.58634126,63.37147758,7.274740698,163.5933739,soybean,Kharif,clay,Punjab
35,52,63,34.74535905,77.30686644,6.862955764,194.393854,soybean,Kharif,loamy,Maharashtra
33,46,63,24.66981024,62.99722995,5.917247604,131.465821,soybean,Kharif,clay,Punjab
41,58,59,34.10687382,78.57928394,7.082790135,144.8734015,soybean,Kharif,clay,Karnataka
38,49,51,27.55474137,76.27293253,5.910953056,198.8514714,soybean,Kharif,clay,Maharashtra
35,56,50,34.10851316,54.31575816,6.463167039,36.00825186,soybean,Kharif,sandy,Karnataka
30,40,55,17.71999488,50.6390388,5.919838609,59.84352779,soybean,Kharif,clay,Maharashtra
30,49,50,30.72800172,65.85283595,7.307685844,167.6218063,soybean,Kharif,black,Karnataka
36,53,65,16.52945627,69.53886824,6.622972688,178.8407446,soybean,Kharif,sandy,Maharashtra
48,60,52,16.1041201,84.27421077,6.146378551,38.43157269,soybean,Kharif,black,Punjab
43,53,60,19.50492911,43.56335593,7.08338367,103.9754013,soybean,Kharif,clay,Maharashtra
33,52,70,26.2598668,42.75747794,7.144869234,143.1201649,soybean,Kharif,black,Maharashtra
35,57,58,23.1929964,80.88061307,5.828127381,27.72853066,soybean,Kharif,clay,Karnataka
49,51,70,24.84069767,74.92387762,7.425410407,39.37450853,soybean,Kharif,black,Maharashtra
34,47,70,15.33209915,87.41325833,7.001737442,187.4629949,soybean,Kharif,loamy,Maharashtra
36,54,69,26.36329755,49.8085434,6.587474029,22.84668116,soybean,Kharif,loamy,Punjab
43,42,65,23.27743458,46.8341732,6.442660761,116.7883072,soybean,Kharif,loamy,Punjab
39,60,50,18.25288555,72.2147076,7.04845276,148.2411292,soybean,Kharif,loamy,Karnataka
35,45,60,15.85114188,60.07696773,6.951262417,91.99568521,soybean,Kharif,black,Uttar Pradesh
30,56,57,15.08759473,76.62529439,6.798358168,137.1817842,soybean,Kharif,sandy,Karnataka
47,42,52,16.01662965,62.9069469,6.012059674,37.70619752,soybean,Kharif,black,Maharashtra
86,48,82,15.86058176,41.94665396,5.973889807,86.90344964,cabbage,Perennial,clay,Tamil Nadu
84,54,86,29.18443184,81.1098618,6.792596724,65.17374343,cabbage,Perennial,clay,Tamil Nadu
90,40,80,29.71160287,74.66856783,6.159914874,111.9784028,cabbage,Perennial,red,Karnataka
74,50,72,21.59756849,63.11999864,7.484656368,199.3479713,cabbage,Perennial,red,Uttar Pradesh
84,60,82,20.89470946,80.28537031,6.696327326,70.5475941,cabbage,Perennial,sandy,Karnataka
73,48,83,28.99505409,51.37107477,6.180009192,148.6851718,cabbage,Perennial,loamy,Tamil Nadu
80,44,70,18.21046081,43.50934558,6.690790432,44.3020004,cabbage,Perennial,sandy,Tamil Nadu
82,40,70,18.68705689,51.91327491,7.306896542,50.98747705,cabbage,Perennial,clay,Maharashtra
79,57,87,30.56279271,59.14320314,7.472578212,73.97116821,cabbage,Perennial,red,Karnataka
90,55,86,29.62874833,65.64321454,6.607107765,62.37803987,cabbage,Perennial,clay,Punjab
75,51,79,17.03910327,61.25656558,7.350709126,134.7414033,cabbage,Perennial,clay,Tamil Nadu
74,44,77,16.9170099,51.74164102,6.477141493,74.31106732,cabbage,Perennial,red,Maharashtra
77,51,75,26.59713509,88.6565966,6.755334321,27.25856645,cabbage,Perennial,loamy,Maharashtra
88,54,81,33.74835049,76.14892261,7.461432599,136.2663266,cabbage,Perennial,black,Karnataka
80,59,83,28.49411542,56.21254204,6.642092365,133.881889,cabbage,Perennial,loamy,Karnataka
70,57,90,15.62427499,51.14382889,7.394788415,194.2607871,cabbage,Perennial,loamy,Uttar Pradesh
80,44,70,29.37232018,40.40819837,7.384244499,113.227734,cabbage,Perennial,loamy,Karnataka
76,54,81,33.24232878,57.73446576,5.792703449,98.79289705,cabbage,Perennial,black,Uttar Pradesh
90,55,73,29.3244635,80.59506623,7.113284748,196.693135,cabbage,Perennial,red,Tamil Nadu
80,59,80,31.87005288,73.104785,7.198818732,86.50772931,cabbage,Perennial,sandy,Uttar Pradesh
85,45,73,17.76494317,87.05041027,5.984003161,102.9545815,cabbage,Perennial,sandy,Punjab
89,47,89,32.85376922,43.71699198,6.730777092,36.54625802,cabbage,Perennial,red,Maharashtra
83,49,71,23.01163776,61.54455088,6.125814643,38.13364186,cabbage,Perennial,clay,Tamil Nadu
71,42,77,30.57833679,86.05976095,6.32476579,126.8407112,cabbage,Perennial,loamy,Punjab
88,48,70,21.68286459,84.40949213,7.042932352,81.53164099,cabbage,Perennial,black,Tamil Nadu
86,56,81,19.50087304,77.90991804,5.670603177,169.1471348,cabbage,Perennial,loamy,Karnataka
78,52,83,20.32503411,75.72956645,6.46518919,105.8802684,cabbage,Perennial,loamy,Tamil Nadu
84,42,73,34.23124529,72.33146502,6.81386822,102.5305014,cabbage,Perennial,sandy,Maharashtra
88,49,72,20.3206946,83.891987,6.72881509,158.6606715,cabbage,Perennial,red,Maharashtra
77,44,71,33.10809708,82.02124589,5.688363453,138.238478,cabbage,Perennial,sandy,Uttar Pradesh
86,42,74,30.4291965,64.6632265,7.305642489,114.4164804,cabbage,Perennial,black,Uttar Pradesh
81,52,75,30.74676893,85.17532724,7.157692744,112.9123972,cabbage,Perennial,sandy,Karnataka
75,55,90,21.8173742,74.24406813,6.003102643,26.90362036,cabbage,Perennial,clay,Karnataka
81,54,84,17.89555224,54.30734578,7.051100134,141.8042729,cabbage,Perennial,sandy,Punjab
84,57,83,19.57535279,52.69329113,6.014945287,117.6148965,cabbage,Perennial,clay,Punjab
77,54,78,31.53820281,79.12395338,6.325131603,122.7583067,cabbage,Perennial,black,Uttar Pradesh
72,40,77,31.04693288,69.77112126,6.274885152,58.36118566,cabbage,Perennial,red,Maharashtra
89,40,89,24.66430751,48.77849763,5.815791665,113.9238565,cabbage,Perennial,red,Tamil Nadu
80,44,75,30.64312068,68.06553343,6.653222788,149.1634796,cabbage,Perennial,loamy,Tamil Nadu
74,57,84,22.70261472,53.50222322,6.753134704,109.3135869,cabbage,Perennial,red,Uttar Pradesh
72,58,78,32.14887944,82.74232126,5.965010979,76.98684117,cabbage,Perennial,loamy,Uttar Pradesh
70,52,90,33.6045452,61.88279172,5.577236509,139.6476107,cabbage,Perennial,black,Karnataka
80,42,88,34.9239344,72.97722959,6.197347293,35.30801631,cabbage,Perennial,sandy,Tamil Nadu
82,59,74,16.98358915,55.73281928,6.406716273,43.76271558,cabbage,Perennial,black,Maharashtra
78,42,85,19.72277296,75.94456966,6.403991003,165.8864968,cabbage,Perennial,sandy,Tamil Nadu
90,45,90,19.82327716,67.99205674,5.862416072,112.7343652,cabbage,Perennial,red,Tamil Nadu
89,52,74,18.67678074,64.27021428,6.20453512,81.25457293,cabbage,Perennial,sandy,Uttar Pradesh
89,53,74,34.37664785,84.04129299,6.946172882,159.7168012,cabbage,Perennial,clay,Maharashtra
71,60,88,28.09298881,43.42315353,6.342707823,42.1024404,cabbage,Perennial,sandy,Uttar Pradesh
83,57,83,34.59665722,46.01581219,6.769987223,39.74490741,cabbage,Perennial,black,Maharashtra
80,49,74,23.20318827,70.89174429,5.959928932,159.9801316,cabbage,Perennial,loamy,Punjab
71,41,78,17.16141029,78.59609733,7.475254469,178.7104021,cabbage,Perennial,red,Uttar Pradesh
75,58,81,26.431638,46.30286999,6.036288487,136.7354303,cabbage,Perennial,black,Maharashtra
86,56,82,15.58269232,82.01033812,6.815760498,65.00654257,cabbage,Perennial,clay,Uttar Pradesh
89,41,74,32.09066109,74.16416324,5.742760316,97.86859943,cabbage,Perennial,loamy,Karnataka
